year,set,pc,feature,loading,explained
2017,full11,2,one_minus_n,0.5058668198623207,0.1706426473251799
2017,full11,2,n_sd,0.5535759924931197,0.1706426473251799
2017,full11,2,ews_var,0.2133408761472534,0.1706426473251799
2017,full11,2,ews_ar1,0.0585661742849827,0.1706426473251799
2017,full11,2,log_vix,-0.0950511168670292,0.1706426473251799
2017,full11,2,vrp,-0.2418197114973738,0.1706426473251799
2017,no_option9,1,log_rv20,0.4636301336294913,0.3734472236787095
2017,no_option9,1,log_rv5,0.4611034246010561,0.3734472236787095
2017,no_option9,1,log_act_rel,0.2388337803865483,0.3734472236787095
2017,no_option9,1,dd20,-0.4583842329467877,0.3734472236787095
2017,no_option9,1,ret20,-0.3682205576351204,0.3734472236787095
2017,no_option9,1,one_minus_n,-0.30005638884459,0.3734472236787095
2017,no_option9,1,n_sd,-0.2697164193117809,0.3734472236787095
2017,no_option9,1,ews_var,-0.0755608395077369,0.3734472236787095
2017,no_option9,1,ews_ar1,0.0345897163745872,0.3734472236787095
2017,no_option9,2,log_rv20,-0.0135644977026104,0.2011920813622944
2017,no_option9,2,log_rv5,0.0475417861989747,0.2011920813622944
2017,no_option9,2,log_act_rel,0.3730587858596569,0.2011920813622944
2017,no_option9,2,dd20,-0.2333217880265728,0.2011920813622944
2017,no_option9,2,ret20,-0.3368136240892697,0.2011920813622944
2017,no_option9,2,one_minus_n,0.5424625434918601,0.2011920813622944
2017,no_option9,2,n_sd,0.5816878007125573,0.2011920813622944
2017,no_option9,2,ews_var,0.2352884057825699,0.2011920813622944
2017,no_option9,2,ews_ar1,0.0501349043558074,0.2011920813622944
2017,common7,1,log_rv20,-0.4666507068193555,0.4399397954115861
2017,common7,1,log_rv5,-0.4781119690185922,0.4399397954115861
2017,common7,1,log_act_rel,-0.318748232356608,0.4399397954115861
2017,common7,1,dd20,0.5070672212483442,0.4399397954115861
2017,common7,1,ret20,0.4376117985503803,0.4399397954115861
2017,common7,1,ews_var,0.0380072647351915,0.4399397954115861
2017,common7,1,ews_ar1,-0.0444951908416074,0.4399397954115861
2017,common7,2,log_rv20,-0.0647085601561246,0.1621903934461075
2017,common7,2,log_rv5,-0.0463130440018688,0.1621903934461075
2017,common7,2,log_act_rel,-0.1690868752224904,0.1621903934461075
2017,common7,2,dd20,-0.0982859677210036,0.1621903934461075
2017,common7,2,ret20,-0.1301595822064696,0.1621903934461075
2017,common7,2,ews_var,0.7428021219696197,0.1621903934461075
2017,common7,2,ews_ar1,0.621868870527951,0.1621903934461075
2018,full11,1,log_rv20,0.4353365477753211,0.3831881838778332
2018,full11,1,log_rv5,0.41711827481433117,0.3831881838778332
2018,full11,1,log_act_rel,0.20882571288106427,0.3831881838778332
2018,full11,1,dd20,-0.39512021610073594,0.3831881838778332
2018,full11,1,ret20,-0.29691261626000415,0.3831881838778332
2018,full11,1,one_minus_n,-0.26813282580876596,0.3831881838778332
2018,full11,1,n_sd,-0.22378226565972034,0.3831881838778332
2018,full11,1,ews_var,-0.10574132562851304,0.3831881838778332
