date,close,high,low,volume,activity,vix,ann,r,rv20,rv5,log_rv20,log_rv5,log_rv20_pk,log_act,log_act_rel,dd20,ret20,ews_var,ews_ar1,log_vix,vrp,n_t,n_sd,one_minus_n,n_lo,n_hi,hawkes_beta,is_event_day
2009-07-01,923.330017,931.919983,920.820007,3919400000,3919400000.0,26.22,252.0,0.004352444879020645,0.18324962367141723,0.17764621650138082,-1.696905991852316,-1.7279612542291976,-1.772998107156478,22.32155179686912,-0.2005953817926418,-0.024180683429709027,-0.00908856271670011,0.002502215005149225,0.9743718339526013,3.2665224783355535,0.03516841542428396,0.8116715754961543,0.07647685047246443,0.18832842450384568,0.6684392546317824,0.9150062118417078,0.039943818018885184,0
2009-07-02,896.419983,921.23999,896.419983,3931000000,3931000000.0,27.95,252.0,-0.029577684628429246,0.20726955147095383,0.23013195330160888,-1.5737351518000633,-1.4691024245606155,-1.7315497775847348,22.30706907068518,-0.21419441750893142,-0.052620494226809145,-0.05008446726476823,0.002656732915719073,0.9709235593332805,3.3304171996011083,0.03515958303302961,0.8116715754961543,0.07647685047246443,0.18832842450384568,0.6684392546317824,0.9150062118417078,0.039943818018885184,1
2009-07-06,898.719971,898.719971,886.359985,4712580000,4712580000.0,29.0,252.0,0.0025624623343629693,0.2072764391376539,0.23061096638988238,-1.5737019218721096,-1.467023116380776,-1.7429237128543718,22.301252090816224,-0.21913547272417588,-0.050189756920583584,-0.045004147566317876,0.002654417440107949,0.9701167993049121,3.367295829986474,0.041136477778414456,0.8116715754961543,0.07647685047246443,0.18832842450384568,0.6684392546317824,0.9150062118417078,0.039943818018885184,0
2009-07-07,881.030029,898.599976,879.929993,4673300000,4673300000.0,30.85,252.0,-0.019879786030179147,0.2189297514770164,0.2626696080806056,-1.5190043701345208,-1.3368582795786508,-1.7436966050428349,22.3032095400528,-0.21684131022734476,-0.06888533357766524,-0.0638728683626546,0.0027268543808782117,0.9682732121637897,3.4291367503513968,0.04724201391821183,0.8075393422345131,0.07718676848264405,0.19246065776548693,0.66322472193951,0.912305959900836,0.0404392756373159,1
2009-07-08,879.559998,886.799988,869.320007,5721780000,5721780000.0,31.3,252.0,-0.0016699303291227707,0.21865791207415683,0.2558056615234329,-1.5202468157538636,-1.3633372574653007,-1.7243490867169846,22.31632514940652,-0.20364699429967814,-0.07043893263688139,-0.06903985842262905,0.002727088054059413,0.9668291831473971,3.4436180975461075,0.0501577174873703,0.8075393422345131,0.07718676848264405,0.19246065776548693,0.66322472193951,0.912305959900836,0.0404392756373159,0
2009-07-09,882.679993,887.859985,878.450012,4347170000,4347170000.0,29.78,252.0,0.0035409459277806477,0.2186689554269939,0.25517386299937583,-1.5201963118691948,-1.365810150470599,-1.7557420564925763,22.305776749905917,-0.21260532268559373,-0.06714157271946541,-0.06201251032996602,0.0027178873150997583,0.9648700115978207,3.393837027255863,0.040868727932467354,0.8075393422345131,0.07718676848264405,0.19246065776548693,0.66322472193951,0.912305959900836,0.0404392756373159,0
2009-07-10,879.130005,883.570007,872.809998,3912080000,3912080000.0,29.02,252.0,-0.004029938311696846,0.21806633118997215,0.14778467271274862,-1.5229559909606036,-1.9119989787362923,-1.7695516504145095,22.289320874436616,-0.22804890132003663,-0.07089336980199523,-0.07213574670416278,0.002710235181400749,0.9627723453955561,3.367985247456042,0.03666311520134539,0.8075393422345131,0.07718676848264405,0.19246065776548693,0.66322472193951,0.912305959900836,0.0404392756373159,0
2009-07-13,901.049988,901.049988,875.320007,4499440000,4499440000.0,26.31,252.0,0.024627948873694905,0.23488448417006433,0.22820775616821926,-1.4486614424147206,-1.4774988536645381,-1.7167679540134584,22.289021313529247,-0.22644165019251616,-0.028234626322155787,-0.0489038183355186,0.0028285997169191866,0.9585439206870543,3.269949095052201,0.014050889096162804,0.8075393422345131,0.07718676848264405,0.19246065776548693,0.66322472193951,0.912305959900836,0.0404392756373159,1
2009-07-14,905.840027,905.840027,896.5,4149030000,4149030000.0,25.02,252.0,0.0053019831658875916,0.2196216279724739,0.18324082152394464,-1.5158490861614446,-1.6969540266515293,-1.7526915236224185,22.283271248957313,-0.23046457953136823,-0.023068659837767513,-0.019546244208526353,0.00288558705368005,0.955442353567468,3.219675505038765,0.01436638052672027,0.8113787498903707,0.07683934490646929,0.18862125010962927,0.6674216440051266,0.9151415725768446,0.03968028944577566,0
2009-07-15,932.679993,933.950012,910.150024,5238830000,5238830000.0,25.89,252.0,0.029199435063166135,0.23856133495272658,0.27642004819522104,-1.4331288321030684,-1.2858336564512285,-1.7270046892868638,22.286288747279123,-0.22602665709259995,0.0,0.022455091878384792,0.002950859242617047,0.9571032771114643,3.2538567937634464,0.010117699465573005,0.8113787498903707,0.07683934490646929,0.18862125010962927,0.6674216440051266,0.9151415725768446,0.03968028944577566,1
2009-07-16,940.73999,943.960022,927.450012,4898640000,4898640000.0,25.42,252.0,0.008604634094946384,0.2404585781781453,0.28197112460038964,-1.4252074363774778,-1.265950608320832,-1.723250524946688,22.2797201851862,-0.2320906333877346,0.0,0.032442249735620265,0.0024201710656524176,0.954778973091767,3.2355362657613083,0.006797312180544801,0.8113787498903707,0.07683934490646929,0.18862125010962927,0.6674216440051266,0.9151415725768446,0.03968028944577566,0
